msg_id,score,is_useful,p_tag,split,len,text,id
<22950951.1075846134228.JavaMail.evans@thyme>,0.24527374,1,P_2,train,30,"most notably , a reference to a request from scott laidlaw ( dated january 12 , 2001 ) noted in lynn dekrey 's letter on january 18 , 2001 .",3
<8485513.1075852328179.JavaMail.evans@thyme>,0.12447181,0,P_1,train,11,"to : hearn iii , ed b. subject : fw :",4
<24051643.1075859417500.JavaMail.evans@thyme>,0.9633344,1,P_9,train,14,"for great gifts at tiny prices , stock up on stocking stuffers today .",29
<33317701.1075840266277.JavaMail.evans@thyme>,0.23166043,1,P_2,train,32,"the cost of upgrading the 5,694 km of road to nh standards would cost rs 7,000-rs 8,000 crore ( $ 1.5 - 1.7 billion ) over a period of 3 years .",41
<8000699.1075858352516.JavaMail.evans@thyme>,0.5545396,1,P_5,train,19,do n't you think it 's about time i figured out what i was supposed to be doing ?,4
<16712251.1075841413856.JavaMail.evans@thyme>,0.59237534,0,P_5,train,16,these have been very hard times and i know that peo= ple have wanted information .,6
<20546590.1075852090072.JavaMail.evans@thyme>,0.7275497,1,P_7,test,24,the following is a brief summary of our analyst 's views on the impact of the wtc tragedy on different industries / sectors .,3
<3353162.1075859675641.JavaMail.evans@thyme>,0.05844552,0,P_0,train,19,"the hindustan times - november 10 , 2000 swiss bank offers ' gore ' and ' bush ' derivatives",45
<1757606.1075843751694.JavaMail.evans@thyme>,0.17926297,0,P_1,train,5,the independent system operator ?,59
<14870757.1075858145480.JavaMail.evans@thyme>,0.24454537,0,P_2,train,24,", "" kellie matherne ( e - mail ) "" < kelliemath@aol.com > , "" kelly landry ( e - mail ) "" <",14
<19146168.1075845062067.JavaMail.evans@thyme>,0.22997613,0,P_2,train,11,"eletropaulo metropolitana : 60-day ppa to purchase 7,000mwh / month ;",23
<18240185.1075855164407.JavaMail.evans@thyme>,0.9818086,1,P_9,val,12,i guess we > should probably do future years as well .,47
<32881384.1075858546066.JavaMail.evans@thyme>,0.5710722,1,P_5,train,8,things are fine here except very busy .,2
<27650701.1075857887146.JavaMail.evans@thyme>,0.020518607,1,P_0,train,12,fwd : why you do n't drink till you pass out .....,7
<1970373.1075846798448.JavaMail.evans@thyme>,0.12312376,1,P_1,train,57,"i have seen nothing on one of the most colorful aspects of british english -- cockney rhyming slang ( perhaps because it is considered somewhat lower class , although it has been around for more than a hundred years and some of the terms have crept into more common usage , clearly no pun intended ) .",48
<4179447.1075854463120.JavaMail.evans@thyme>,0.26610193,0,P_2,train,7,"lindsey huculiak / tor / ect@ect ,",25
<108993.1075862373711.JavaMail.evans@thyme>,0.36084482,1,P_3,train,11,have you been in contact with or retained bankruptcy counsel ?,6
<31622239.1075847773113.JavaMail.evans@thyme>,0.9816545,0,P_9,train,6,"instead , it could help the=",275
<5189225.1075854968581.JavaMail.evans@thyme>,0.8571053,1,P_8,train,27,that sounds good to me cause then we wo n't have to go far for that three or four way with all the bride 's maids .,1
<2570174.1075852467378.JavaMail.evans@thyme>,0.43323338,1,P_4,train,22,wood also touched on the idea of mandating that epgt make charitable contributions equal to 0.3 % of its annual revenue .,60
<19020998.1075840973878.JavaMail.evans@thyme>,0.9915057,1,P_9,val,29,"plus , as a beta tester , you will receive an additional discount with your shipment that you can apply to the next product you choose to test .",8
<29981553.1075843741070.JavaMail.evans@thyme>,0.22760706,1,P_2,train,13,power outages in northern india affected about 300 million people last month .,25
<24010094.1075860454083.JavaMail.evans@thyme>,0.57228315,0,P_5,train,22,davis said to favor= = 20 one creditor over another in past debt could bring on bankruptcy proceeding= s=20 from other creditors.=20,94
<10149336.1075863237072.JavaMail.evans@thyme>,0.05809743,1,P_0,train,22,"the contact information is : mr. massoud sedigh chief information officer one allen center , suite 2900 500 dallas street houston ,",3
<19590800.1075860069468.JavaMail.evans@thyme>,0.53159976,1,P_5,train,17,commercial team identifies the proposed reference entity ( re ) and forwards the name to credit .,4
<14096018.1075861345547.JavaMail.evans@thyme>,0.9916033,1,P_9,train,23,"for assistance , visit your local schwab office or call an estate planning specialist at 1 - 800 - 742 - 6262 .",2
<17332524.1075863320406.JavaMail.evans@thyme>,0.6178498,0,P_6,train,5,and they are yours .,17
<6233227.1075854663278.JavaMail.evans@thyme>,0.5637278,0,P_5,train,6,this is the final straw .,8
<2419940.1075840730560.JavaMail.evans@thyme>,0.44289714,1,P_4,test,13,forwarded by john m forney / hou / ect on 11/29/2000 05:53 pm,1
<24076440.1075861133325.JavaMail.evans@thyme>,0.23355082,0,P_2,train,7,"( no , seriously ) 3 .",5
<4664175.1075846336977.JavaMail.evans@thyme>,0.67775506,1,P_6,train,33,"reason given is that the caps have reduced markup ( could be interpreted as generator profit ) in peak hours , but supply costs have been driven up in lower load hours .",16
<11067329.1075842665067.JavaMail.evans@thyme>,0.9726294,1,P_9,train,19,"gerald , the contract is with eecc , but enron storage co. could use an affiliate work offer .",10
<10375660.1075861316760.JavaMail.evans@thyme>,0.60132504,1,P_6,train,13,i do n't mean to make light of what you are facing ..,1
<33216431.1075846288583.JavaMail.evans@thyme>,0.9748283,1,P_9,train,45,"however , there are opportunities to still profit by shorting / hedging our positions -- if we have enough knowledge and information about when these changes are going to take place , we will likely be able to seize opportunities from the resulting volatility .",4
<18290891.1075840913303.JavaMail.evans@thyme>,0.11326279,0,P_1,train,21,"such collateral sh= ould , in principle , diminish enron 's actual liabilities to the derivatives = market , he said.=20",889
<1629351.1075845882596.JavaMail.evans@thyme>,0.37939343,0,P_3,val,7,5466 mobile 518 369 9538 - majorclausesge01.doc,29
<6157185.1075842013475.JavaMail.evans@thyme>,0.8469391,1,P_8,train,13,below are the personnell that are managing the testing for this weekend .,1
<23032920.1075840296638.JavaMail.evans@thyme>,0.11324178,0,P_1,train,27,"call it japan disease = 01 ) and it=01,s starting to set in acr= oss the=20 once - booming emerging markets of east asia . ? ?",40
<874164.1075846026983.JavaMail.evans@thyme>,0.04762867,0,P_0,train,30,"subject : re : weekly conference call - date change sheila is being held hostage and the guys know that , but they want to have the call anyway .",3
<289859.1075863312566.JavaMail.evans@thyme>,0.11685548,0,P_1,train,17,"FW: CAISO Urgent Notice - SI Servers  UNAVAILABLE, MONDAY July 9th, 2001 (14:18 to 14:55pst) REMINDER",0
<9898426.1075855258351.JavaMail.evans@thyme>,0.16948628,0,P_1,train,6,alternative fueling stations obtain state grants,3
<6981597.1075845225550.JavaMail.evans@thyme>,0.33674598,1,P_3,train,14,the september canadian dollar was higher overnight following tuesday 's key reversal up .,70
<29097840.1075853121073.JavaMail.evans@thyme>,0.8906909,1,P_8,train,17,you will now be brought to a table with all of the courses available to you .,9
<20546590.1075852090072.JavaMail.evans@thyme>,0.014017499,0,P_0,test,19,"radio , newspapers and broadcast tv follow with growth of 4.4 % , 2.9 % and 2.0 % .",65
<21675175.1075845196416.JavaMail.evans@thyme>,0.3247909,0,P_3,train,7,- sportsbroncos mailbag - broncosbusinesscalendars - entert=,41
<8844570.1075852254192.JavaMail.evans@thyme>,0.68544585,0,P_6,train,15,he is expected to play when the browns return to a= ction next week .,96
<376554.1075858911771.JavaMail.evans@thyme>,0.22753842,0,P_2,train,16,4 area 3/000464 to if - tetco / ela and gdp - tetco / ela ?,10
<26128973.1075858928245.JavaMail.evans@thyme>,0.4492777,1,P_4,train,24,"in the same vein , we can have a politicaster , an astrologaster , and the bane of writers everywhere -- a grammaticaster .",8
<6296397.1075841606759.JavaMail.evans@thyme>,0.1841359,0,P_1,test,9,"; 5461000.1011896837960 "" x - roving - queued :",10
<19037717.1075861484935.JavaMail.evans@thyme>,0.3682934,0,P_3,train,6,hundreds of young companies are <,66
<13934722.1075855049274.JavaMail.evans@thyme>,0.0563531029999999,1,P_0,train,17,"russians and de beers cutting a diamond supply deal , in an advisory by industrialinfo.com business editors",6
<11954692.1075859842153.JavaMail.evans@thyme>,0.88948995,1,P_8,train,16,you can also find a subscription order form on the back page of the newsletter .,5
<30289880.1075841387147.JavaMail.evans@thyme>,0.8642846,0,P_8,train,30,"if you have any further questions , please do not hesitate to call customer care at 1 - 800 - 556 - 2022 or 305 - 485 - 7000 .",7
<10921599.1075842507109.JavaMail.evans@thyme>,0.9122138,1,P_9,train,32,"irrespective of what we did with ecs , i think the following is the correct way to look at this situation : we receive fuel at the shippers ' receipt points .",28
<19263649.1075861194788.JavaMail.evans@thyme>,0.20067118,1,P_2,train,8,more evidence of the u.s. economy bottoming p.6,34
<4777047.1075851944890.JavaMail.evans@thyme>,0.9261054,1,P_9,train,27,( we at enron recognize that the cou may require negotiation on some points and we are ready and eager to get the negotiations going . ),7
<20736241.1075856618740.JavaMail.evans@thyme>,0.9596204,1,P_9,train,27,"for the period of working , > > i still need to coordinate with my advisor and > > may need to adjust according to that .",84
<22855729.1075840915534.JavaMail.evans@thyme>,0.3066369,0,P_3,train,6,23.04 million fidelity management 20.79 million,386
<11681839.1075844927024.JavaMail.evans@thyme>,0.20085248,0,P_2,train,8,to : bob bowen / hou / ect@ect,9
<13744604.1075862105893.JavaMail.evans@thyme>,0.97558266,1,P_9,train,32,urs has been selected by the tampa - hillsborough county expressway authority to provide construction management and construction engineering inspection services as part of the lee roy selmon expressway expansion project .,6
<18503788.1075862092152.JavaMail.evans@thyme>,0.02560331,1,P_0,train,18,your re : document : was kerry carter / sci received by : at : 11/27/2001 02:33:31 pm,1
<1105538.1075860857960.JavaMail.evans@thyme>,0.44747663,0,P_4,train,6,the ambition out of achievement .,33
<12951958.1075840384324.JavaMail.evans@thyme>,0.09193305,0,P_0,train,15,"from : leschber , edie sent : wednesday , january 02 , 2002 10:15 am",4
<10344306.1075860434759.JavaMail.evans@thyme>,0.7369583000000001,0,P_7,train,14,"friday , may 18 , 7:30 p.m. saturday , may 19 , 11:00 a.m.",19
<10922831.1075855030258.JavaMail.evans@thyme>,0.23932385,1,P_2,train,17,wilson suffered a neck injury in sunday 's game and was held to a 24-yard reception .,243
<28149432.1075854934739.JavaMail.evans@thyme>,0.10774027,0,P_1,test,14,"haedicke , mark e. sent : monday , october 01 , 2001 8:42 am",2
<5548992.1075854185009.JavaMail.evans@thyme>,0.8127441,1,P_8,train,11,this should alleviate any large balance swings on their agreement .,8
<109845.1075861110578.JavaMail.evans@thyme>,0.26567623,0,P_2,train,20,"roun= dtrip only , routing restrictions may apply other discounts : not combinable= with any other discount seat inventory :",69
<5625588.1075841944843.JavaMail.evans@thyme>,0.10583862,0,P_1,train,39,u.s.= house of representatives lawmakers on friday asked former enron corp. chie= f kenneth lay to provide information on loans he received from the once hig= h - flying energy firm and on his sales of company stock .,110
<30598498.1075853233571.JavaMail.evans@thyme>,0.6276039000000001,1,P_6,train,7,rest of attendees oppose this approach .,15
<24034592.1075861976616.JavaMail.evans@thyme>,0.22146116,0,P_2,train,17,"under the order , bailey cannot= reapply for admission to florida 's bar for five years .",26
<5418963.1075853113554.JavaMail.evans@thyme>,0.38100898,1,P_3,test,7,"see "" police unhappy with unions .",136
<16680276.1075857425306.JavaMail.evans@thyme>,0.49509695,0,P_4,train,14,"can you tell me the history behind deal number nt8261.2 , counterparty city =",11
<25832185.1075855008796.JavaMail.evans@thyme>,0.8600030999999999,1,P_8,train,43,"the existing piping from duke 's i / c is manifolded with a 4 "" to the inlet side of the scrubbers ( current gas flow ) and a 4 "" to the outlet side of the scrubbers ( currently closed ) .",9
<9272228.1075845049363.JavaMail.evans@thyme>,0.16393039,0,P_1,train,25,"closest is the "" sheraton "" ( walking distance ) , also close is the "" steigenberger airport hotel "" ( shuttle bus ) .",18
<21415117.1075845900372.JavaMail.evans@thyme>,0.11563242,0,P_1,train,5,page 1724 criminal law :,36
<16730001.1075845881023.JavaMail.evans@thyme>,0.17703503,1,P_1,test,13,forwarded by scott healy / hou / ect on 10/23/2000 04:57 pm ---------------------------,2
<19477142.1075842496123.JavaMail.evans@thyme>,0.9702495,1,P_9,train,21,i have been discussing our preliminary results with various different groups within et&s and need to also get your input .,14
<7898657.1075861164519.JavaMail.evans@thyme>,0.92136943,1,P_9,train,17,( select states can receive a free instant quote online to further ease the process . ),8
<29981553.1075843741070.JavaMail.evans@thyme>,0.044080332,1,P_0,train,26,"dabhol said the state electricity board , its only customer , had so far paid 100 million rupees of the 890 million bill for november .",31
<10410827.1075859169700.JavaMail.evans@thyme>,0.6291169,1,P_6,train,18,"i am trying to piece all of this together , unfortunately it will take a little time .",5
<20931441.1075858900266.JavaMail.evans@thyme>,0.96886146,1,P_9,train,38,"wood has also found an unlikely ally in gov. gray davis , who has bashed federal regulators but praised the texas regulator as someone who could improve the agency 's response to the state 's energy woes .",228
<10230834.1075854934491.JavaMail.evans@thyme>,0.24394889,1,P_2,val,8,fer their transmission assets by dec. 15 .,30
<1445219.1075847723178.JavaMail.evans@thyme>,0.9728789,1,P_9,train,10,the summit meeting will hopefully generate a dialogue process .,498
<30410066.1075843608396.JavaMail.evans@thyme>,0.028071744,0,P_0,val,31,"bush 's energy plan -- even without price caps.=20 jones , secretary of state , released his plan so quietly some wondered wheth= er=20 he was trying to avoid publicity .",288
<30764656.1075841197898.JavaMail.evans@thyme>,0.4715190999999999,0,P_4,train,6,$ 2.4600=09 $ 2.3200=09 $ 2.3653=,26
<9804026.1075841885494.JavaMail.evans@thyme>,0.19740693,1,P_1,val,12,forwarded by kate symes / pdx / ect on 12/19/2000 05:08 pm,3
<11190863.1075855907342.JavaMail.evans@thyme>,0.85537255,1,P_8,train,46,"they know how the process works and should understand that the variances coming from the first several months are primarily timing , but experience tells me that they will over react if we simply turn over the analysis showing $ 49 as they have requested .",13
<30533613.1075856620965.JavaMail.evans@thyme>,0.9923449,1,P_9,train,14,i look > forward to seeing you soon in either ny or houston .,13
<433166.1075855245926.JavaMail.evans@thyme>,0.10132112,0,P_1,train,12,", kay sent : thursday , december 27 , 2001 9:35 am",3
<14215004.1075852920813.JavaMail.evans@thyme>,0.3983421,1,P_3,train,40,"although he takes no position on whether the rto ceo or board members should have to resign their current positions , the judge does advocate a an rto - dedicated staff that does not work for the existing isos .",11
<26359384.1075841511200.JavaMail.evans@thyme>,0.25691706,0,P_2,test,16,"coal group vice president stuart st= aley said , "" same trend , different country .",74
<32015616.1075861941088.JavaMail.evans@thyme>,0.27057305,1,P_2,train,32,failure to so comply constitutes an event of default under the revolver if the failure continues for more than 30 days after ene is given notice thereof by the paying agent .,3
<32453285.1075843742008.JavaMail.evans@thyme>,0.8234826,1,P_8,test,23,"revenue from the excise tax would have to be used for implementation , maintenance , and operation of an e911 wireless service .",50
<14141224.1075861213687.JavaMail.evans@thyme>,0.42059517,0,P_4,train,6,> > is a choice .,54
<1122254.1075841120063.JavaMail.evans@thyme>,0.85859174,1,P_8,train,45,congressional investigators made public on wednesday a memo mr. duncan wrote last october saying he expressed concerns about the way in which enron was about to disclose huge losses from controversial dealings that investigators believed played a significant role in the company 's collapse .,360
<21917120.1075849419260.JavaMail.evans@thyme>,0.25927448,0,P_2,train,35,"along with the contracts , connell released details of power purchases to da= te=20 under the long - term agreements.=20 contract power purchased so far appeared to average $ 173 per megawatt - hour.= =",225
<16281525.1075861118946.JavaMail.evans@thyme>,0.31991723,0,P_3,train,4,A Whole Lotta Lovin',0
<23154295.1075859046513.JavaMail.evans@thyme>,0.2520487999999999,0,P_2,train,6,angela michael anderson 10/02/01 08:30 pm,2
<10034087.1075841409479.JavaMail.evans@thyme>,0.065772414,0,P_0,train,7,"re : nu che , proveril ?",35
<4413151.1075860837974.JavaMail.evans@thyme>,0.9887377,1,P_9,train,20,"w if you will read this , but if you do i wish you all the best with enron .",4
<19802615.1075843168366.JavaMail.evans@thyme>,0.3135338,0,P_3,train,42,"over the summer , the company= = 20 sold its online software sales division , eliminating 70 jobs , as part of it= s=20 shift from a business - to - consumer focus to a business - to - business market.= =",115
<15014154.1075840904083.JavaMail.evans@thyme>,0.2252983999999999,0,P_2,val,39,"a lower increase over a longer p= eriod of time , coupled with the financing charges over that same period , is= likely to have a detrimental effect on the california economy in compariso= n to its neighbors .",18
<25609768.1075855167869.JavaMail.evans@thyme>,0.87667227,1,P_8,train,17,the kansas city secondary may have trouble with the veteran receiver on slant and crossing patterns .,27
<14657709.1075860255528.JavaMail.evans@thyme>,0.5393454000000001,1,P_5,train,24,"defn of "" termination currency "" - we have just been using yen - what do you think about what they have proposed ?",11
<26938782.1075846008858.JavaMail.evans@thyme>,0.20584604,0,P_2,train,13,summer peak ( mw ) 52.6 51.3 29.332.581.983.8 winter peak ( mw ),9
<33398704.1075846364128.JavaMail.evans@thyme>,0.8868564,1,P_8,val,23,"hoecker declined to comment on what actions the commission will take , and on whether the commission would act sooner than friday .",29
<9707869.1075860854715.JavaMail.evans@thyme>,0.9509956,1,P_9,train,65,"westcoast 's proposal came a week after bc gas utility ltd. , said it was pursuing a plan to expand its brand - new southern crossing pipeline also to increase pipeline capacity in southern bc and into the u.s. pacific northwest at huntingdon , bc , across the border from sumas , wa ( see daily gpi , april 4 < d20010404g.html > ) .",16
<1885759.1075841338248.JavaMail.evans@thyme>,0.3192052,0,P_3,train,10,"tickets must be purchased by february 23 , 2002 .",15
<15863337.1075852131982.JavaMail.evans@thyme>,0.10384901,0,P_1,train,26,"fla ) * * * * nick owino , 6 - 2 , 225 , 4.7 , alief elsik ( ut , a&m , lsu )",107
<13382911.1075845925691.JavaMail.evans@thyme>,0.8787447,1,P_8,train,46,"as i recall , abb signed the contract after i received approval from you ( while we were on the phone on july 14 talking about the moore project ) , rose , and herman , and had incorporated the comments sent by rob taylor .",2
<26352213.1075857274387.JavaMail.evans@thyme>,0.8416319,1,P_8,test,18,"as requested , here is the information on our site team to the best of my knowledge .",6
<19912555.1075843719674.JavaMail.evans@thyme>,0.2587569,1,P_2,train,35,we have been advised that the state commissions of or and wa will not accept our request to transfer existing authority for ebs to eti unless we go through the formal application process again .,69
<9425697.1075840912227.JavaMail.evans@thyme>,0.45243105,0,P_4,val,13,felsinger tells cnbc 2001 - 11 - 29 16:33 ( new york ),135
<29827403.1075852160530.JavaMail.evans@thyme>,0.28401098,0,P_2,test,6,"660 16,925 real time 329 29,994",11
<14948337.1075844912202.JavaMail.evans@thyme>,0.28612742,0,P_2,train,10,subject : re : isda tdcc / enron thanks luis,45
<8300046.1075860051740.JavaMail.evans@thyme>,0.13145633,0,P_1,train,6,oi=447 cb=42.25 rc=6.51 % rnc=6.51 %,126
<4347889.1075854184277.JavaMail.evans@thyme>,0.27593285,0,P_2,train,7,from : donna greif @ ect 09/05/2000,1
<3500891.1075841138726.JavaMail.evans@thyme>,0.6091126,1,P_6,train,19,"but many savers still have a rosy long - term view of the market , the poll found .",342
<14901750.1075861149278.JavaMail.evans@thyme>,0.3529375,0,P_3,val,6,interconnect agreement - questar southern trails,4
<15608852.1075861832228.JavaMail.evans@thyme>,0.57828104,0,P_5,train,27,"woods , ryan ; chanley , earl subject : need reimbursable agreements we need a copy of the reimbursable agreements on the following projects : co. 0060",4
<10394142.1075844274346.JavaMail.evans@thyme>,0.41421378,1,P_4,train,9,"2001 utilities , ferc at odds over rto plans",11
<17122563.1075861447379.JavaMail.evans@thyme>,0.27512294,0,P_2,train,15,the awful detroit defense limited pittman to 81 rushin= g yards on 23 carries .,29
<32064240.1075853113889.JavaMail.evans@thyme>,0.022487106,0,P_0,train,18,howardf.fine@bakernet.com or renee.s.schor@bakernet.com alert date : 8/1/01 us - regence blueshield sued over contraceptive coverage in washington :,653
<21078879.1075858722399.JavaMail.evans@thyme>,0.983696,1,P_9,train,42,"we will be asked to develop the private sector element of the us thailand economic framework which will definitely follow the lines of much of what we pursued during our just - completed mission to thailand , october 9 - 10 .",18
<20810655.1075841108733.JavaMail.evans@thyme>,0.5145292,1,P_5,train,23,"limited partners with a combined investment of more than 66 percent of the partnership voted to remove kopper , the lawyers said .",151
<16766943.1075846711656.JavaMail.evans@thyme>,0.62977976,0,P_6,train,22,a hard copy of the reply brief and the appendix will be distributed . ? ? - 1l3701!.doc - ~$c - statement.doc,4
<13862211.1075846318519.JavaMail.evans@thyme>,0.26752323,1,P_2,train,33,"in addition to holbrooke , mitchell or hamilton at state , conventional wisdom has gore 's foreign policy adviser , leon fuerth , as a shoo - in for national security adviser .",74
<2621008.1075852559023.JavaMail.evans@thyme>,0.2799279000000001,1,P_2,train,15,"he will also sit on the board at xythos , becoming the fifth director .",202
<14608395.1075843156440.JavaMail.evans@thyme>,0.86887765,1,P_8,train,10,"however , there were other factors that also contributed significantly",19
<16643310.1075842503623.JavaMail.evans@thyme>,0.2553347,1,P_2,train,12,i do not intend to distribute these answers in written form .,20
<6936986.1075857317987.JavaMail.evans@thyme>,0.92895484,0,P_9,train,10,please e - mail us at info@chapters.ca for details .,33
<21572754.1075841356278.JavaMail.evans@thyme>,0.29513136,1,P_2,test,10,5/31/02 was out of the office all day yesterday .,1
<12660133.1075855610275.JavaMail.evans@thyme>,0.35597628,0,P_3,train,6,keep those brain waves churning !,11
<18684587.1075851570364.JavaMail.evans@thyme>,0.9430487,1,P_9,train,12,with ameritrade you can rest assured that 's what you get !,13
<31384606.1075843951597.JavaMail.evans@thyme>,0.18304679,0,P_1,val,11,""" featuring : sanjiv sidhu , i2 's chairman - >",12
<7998566.1075860836774.JavaMail.evans@thyme>,0.84637827,1,P_8,train,8,and i understand the need to focus .,12
<32388148.1075842494797.JavaMail.evans@thyme>,0.78271204,1,P_7,train,26,we should take a few minutes and plug john in on what happened at the end of that meeting when the power issues came up .,4
<3394749.1075855421725.JavaMail.evans@thyme>,0.10607651,1,P_1,train,18,i do not understand why people are running around creating information from scratch that we already posess .,1
<730497.1075860055525.JavaMail.evans@thyme>,0.3929619,1,P_3,train,16,"unfortunately , i do n't know of an electronic table of contents to the forms .",13
<11425733.1075845931006.JavaMail.evans@thyme>,0.8555764000000001,1,P_8,test,8,"hi there , paige is still here .",1
<10674438.1075857043939.JavaMail.evans@thyme>,0.90323895,1,P_9,train,17,please make sure palo is given an offer and that he will work with april and matt,4
<19165663.1075845419258.JavaMail.evans@thyme>,0.9315274,1,P_9,train,14,"we d . , may 30th in the morning at an offsite mtg .",2
<14166643.1075853163136.JavaMail.evans@thyme>,0.3187164,0,P_3,val,30,"not = since 1978 have there been a recovery in the pulp price during the second h= alf of the year , and at that time it started in 3q",38
<7148982.1075843709846.JavaMail.evans@thyme>,0.29777747,1,P_2,train,20,the failed agreement between the two software companies was the latest acquisition to founder amid the stock market rout .,138
<2026337.1075852131191.JavaMail.evans@thyme>,0.14275785,1,P_1,train,44,"brown said benson , who broke all the class 5a rushing and scoring records in leading midland lee to three straight state titless , "" has come a long way on blocking because he was n't asked to block much in high school .",60
<20700634.1075857349722.JavaMail.evans@thyme>,0.5965368000000001,1,P_5,train,16,the offensive line could use another player whose competitive juices run at a fever pitch .,47
<14489981.1075840427456.JavaMail.evans@thyme>,0.31826353,0,P_3,train,5,by carol s. remond 01/07/2002,2
<13305855.1075856943858.JavaMail.evans@thyme>,0.35055545,0,P_3,train,6,FW: Internet Services - Bandwidth trading,0
<24507079.1075844521931.JavaMail.evans@thyme>,0.7864585999999999,1,P_7,train,11,call me if you need me to go up there .,12
<23694137.1075843666098.JavaMail.evans@thyme>,0.87985176,0,P_8,train,11,= 20 electric to purchase the utility 's transmission lines .,1347
<32546978.1075841516754.JavaMail.evans@thyme>,0.79707724,1,P_7,train,16,here is the detail for the annuities for ancillaries on pnm transmission for august 2001 .,1
<23694137.1075843666098.JavaMail.evans@thyme>,0.967469,0,P_9,train,28,"it was california 's first glimpse of what a hot summer could do to its fray= ed=20 electric grid , which already has seen january and march blackouts",33
<11327858.1075843754039.JavaMail.evans@thyme>,0.9244711,1,P_9,train,8,i will call later to discuss further .,2
<23096325.1075855486465.JavaMail.evans@thyme>,0.66719246,1,P_6,train,11,web - based training ... you set your own schedule !,12
<17663003.1075858495499.JavaMail.evans@thyme>,0.99454474,1,P_9,train,27,any information you can give me on the process will be helpful in coming up w/ a solution to the issues that you are running into .,7
<10333950.1075840763908.JavaMail.evans@thyme>,0.86983883,0,P_8,train,21,"if you received this e - mail in error or would like to be removed , please c= lick here=20 0000639675",28
<13220680.1075858627086.JavaMail.evans@thyme>,0.9315416,1,P_9,val,32,"as we had generally talked about , the appetite for meaningful change to the pucs rules has been pretty weak by staff and to a great extent by the commissioners themselves .",24
<6486071.1075845517666.JavaMail.evans@thyme>,0.18409641,0,P_1,train,12,subject : airfreight from south africa dear sherri sera and jeffrey skilling,10
<14158719.1075855562578.JavaMail.evans@thyme>,0.5917462,1,P_5,train,8,this is great message - id : ---------,197
<14401592.1075853260536.JavaMail.evans@thyme>,0.40386426,0,P_4,train,2,Gleason Report,0
<4833106.1075842022184.JavaMail.evans@thyme>,0.22723821,0,P_2,train,6,63 61 min 30 31 26,165
<22185608.1075860447592.JavaMail.evans@thyme>,0.09032743,0,P_0,val,36,"20 almost $ 3 billion covering the difference between the utilities ' generated= = 20 power and their customers ' electricity usage.=20 angelides spoke from new york , where he is trying to convince wall street=",299
<25702330.1075857925599.JavaMail.evans@thyme>,0.532071,1,P_5,train,28,"finally , the adr process can determine whether mitigation was properly applied by the nyiso but can not determine whether the penalty that was applied was appropriate .",31
<30990465.1075840368183.JavaMail.evans@thyme>,0.16142237,1,P_1,train,20,non - dip companies - reports will include all unpaid open items that have not been blocked for payment .,6
<18129944.1075857588785.JavaMail.evans@thyme>,0.8437075999999999,1,P_8,train,17,"unfortunately for both of us , a couple of good calls does not a soothsayer make .",3
<24571359.1075860043931.JavaMail.evans@thyme>,0.21356195,1,P_2,train,9,separately to bryan - nothing to do with eol,1
<13572535.1075856448310.JavaMail.evans@thyme>,0.858191,1,P_8,train,21,"norma , i would like to proceed on two fronts with sevile ( both h1 visa and the green card .",1
<30869741.1075858078748.JavaMail.evans@thyme>,0.28882286,0,P_2,train,7,346 - 144 armoire 346 - 237,10
<26339016.1075848334542.JavaMail.evans@thyme>,0.28709543,0,P_2,train,6,"> , "" ' an1229@hotmail.com '",15
<31175316.1075855140429.JavaMail.evans@thyme>,0.27557072,1,P_2,train,11,he stayed in a hotel at the airline 's expense .,37
<3799354.1075860238534.JavaMail.evans@thyme>,0.3738787,1,P_3,test,24,we can go over to tahiti at the zbt house for a short while ( i do n't know many of the brothers anymore,2
<10326874.1075863062414.JavaMail.evans@thyme>,0.9083411,0,P_9,train,5,but i feel pretty good,22
<14353718.1075854394352.JavaMail.evans@thyme>,0.2433992999999999,0,P_2,train,8,from : veronica espinoza / enron@enronxgate on 04/10/2001,2
<21025450.1075843625019.JavaMail.evans@thyme>,0.7828598000000001,1,P_7,train,38,"even if the bonds go through without a hitch , connell said the state will have to seek more bonds or borrow between $ 3 billion and $ 5 billion beginning february 2002 to continue buying power .",186
<26419528.1075841485197.JavaMail.evans@thyme>,0.59365875,1,P_5,test,9,please send this to five phenomenal women today .,43
<19994056.1075853089059.JavaMail.evans@thyme>,0.54579824,0,P_5,train,34,"from saturda= y to sunday mix "" is his best mix cd to date and was done with the cooperati= on of john 's spanish club where he is resident : florida 135 .",20
<4519258.1075857114726.JavaMail.evans@thyme>,0.16117188,0,P_1,train,23,"inc. view complete article at : jones apparel group inc 33.250 bristol , pa. , dec 11 , 2000 /prnewswire via comtex/ --",2
<7874803.1075841364067.JavaMail.evans@thyme>,0.8762484,1,P_8,train,17,these are key employees and a good mission statement for the deer lease winnebago business plan erik,1
<23355833.1075856072202.JavaMail.evans@thyme>,0.29797798,1,P_2,train,8,and i ca n't remember who else .,2
<22631269.1075840945448.JavaMail.evans@thyme>,0.64310986,1,P_6,train,17,so it will be one more year of about 20 percent growth in earnings per share .,508
<23799061.1075840767310.JavaMail.evans@thyme>,0.19708851,1,P_1,train,7,caught off balance mime - version :,15
<23741501.1075861087294.JavaMail.evans@thyme>,0.03411546,1,P_0,val,8,who need this information - and why ?,7
